cnt,pdate,title,description,org_link,link
279,2017-10-16 17:00:00,"화웨이 퓨전인사이트, IDC MarketScape 중국 빅<b>데이터</b> 공급업체 평가에서 1위...","LibrA, <b>데이터</b> 분석 및 통찰 플랫폼인 퓨전인사이트 <b>Miner</b>, 빅 <b>데이터</b> 응용 컨테이너이자 실시간 의사 결정 엔진인 퓨전인사이트 Farmer RTB, 빅 <b>데이터</b> 운영 및 유지관리 시스템인 퓨전인사이트 Manager로 구성된다.",http://www.hellot.net/new_hellot/magazine/magazine_read.html?code=201&sub=004&idx=37343,http://www.hellot.net/new_hellot/magazine/magazine_read.html?code=201&sub=004&idx=37343
280,2017-10-14 23:02:00,"[PRNewswire] 화웨이, IDC MarketScape 중국 빅 <b>데이터</b> 공급업체 평가에서 1위...","퓨전인사이트 <b>Miner</b>, 빅 <b>데이터</b> 응용 컨테이너이자 실시간 의사 결정 엔진인 퓨전인사이트 Farmer RTB, 빅 <b>데이터</b> 운영 및 유지관리 시스템인 퓨전인사이트 Manager로 구성된다. 출처: 화웨이(Huawei) 기자가 기다려요.... ",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20171014058500009&did=1195m,https://n.news.naver.com/mnews/article/001/0009605977?sid=104
281,2017-10-10 09:56:00,"[PRNewswire] 제니비 연합, 차량 도메인 상호작용 전략 도입",도메인 간 연결은 하나의 도메인에서 생성된 정보 또는 <b>데이터</b>가 다른 도메인에서... 언론 담당 - 제니비 연합: Craig <b>Miner</b> 제니비 연합 +1.248.840.8368 cminer@quell.com 로고 - https... ,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20171010057300009&did=1195m,https://n.news.naver.com/mnews/article/001/0009593724?sid=104
282,2017-09-06 10:00:00,"DBMS의 탄생과 발전, 그리고 역사","별도로 <b>데이터</b>를 독립적으로 관리하기 위해 IDS(Intergrated Data Store)를 만들었다. 이 IDS는 최초의 상용... 마이클 스톤브레이커 밥 마이너(Bob <b>Miner</b>, 1941~1994) (Michael Stonbraker, 1943~ ) IBM은 시스템 R을 발전시켜 SQL... ",http://www.datanet.co.kr/news/articleView.html?idxno=114558,http://www.datanet.co.kr/news/articleView.html?idxno=114558
283,2017-08-24 09:12:00,"[김국주 칼럼] 비트코인, 무엇이 특별한가?",Chain) <b>데이터</b> 처리방식과 비트코인 주조(鑄造) 방식이 각광을 받기 시작한 것은 극히 최근의 일이다. 완전... 따라서 업계에서는 이들을 광부 또는 채굴자(<b>miner</b>)라고 부른다. 이렇게 채굴된 비트코인의 숫자는 현재 약... ,http://www.jejusori.net/?mod=news&act=articleView&idxno=194333,http://www.jejusori.net/?mod=news&act=articleView&idxno=194333
284,2017-08-20 06:00:00,'비트코인' 최강 중국… 분화·규제에도 '질주',채굴하는 사람을 마이너(<b>Miner</b>·채굴자)라고 부른다. 현재 전 세계 비트코인의 80% 정도가 중국에서 채굴되고... 모든 정보를 <b>데이터</b>센터 등 중앙서버에 보관하는 인터넷과 달리 거래기록(블록)이 생성되는 순간 모든... ,http://www.ajunews.com/view/20170816075952755,http://www.ajunews.com/view/20170816075952755
285,2017-06-30 12:31:00,"[IT탐험] 'PC만 있으면 나도 광부?' 가상화폐, 직접 채굴해보니 - 채굴편",이뤄진 <b>데이터</b>에 불과하다. 거래를 위한 계좌(지갑)와 어떤 전자화폐를 채굴할지 여부를 결정하면 이제... (출처=IT동아) 이더리움은 대표적으로 클레이모어 듀얼 마이너(Claymore dual <b>miner</b>) 또는 이스마이너-지노일(Ethminer... ,http://news.donga.com/3/all/20170630/85137628/1,https://n.news.naver.com/mnews/article/020/0003076586?sid=105
286,2017-03-16 08:41:00,[진로·직업 전망대] 공감능력 키워 10년후 첨단직업 대비를,이렇게 대량의 <b>데이터</b>에서 유용한 정보를 뽑아내는 일을 하는 직업이 '<b>데이터</b>마이너(data <b>miner</b>)'다. <b>데이터</b>마이너는 자료를 의미하는 '<b>데이터</b>(data)'와 광부를 뜻하는 '마이너(<b>miner</b>)'의 합성어다. 사전적 의미에서 알 수 있듯이... ,http://news.mk.co.kr/newsRead.php?&year=2017&no=178946,https://n.news.naver.com/mnews/article/009/0003905693?sid=101
287,2017-03-13 15:02:00,화폐 없는 시대 그 이상… 블록체인에 주목하라,블록체인은 블록이라고 부르는 <b>데이터</b> 구조로 이뤄져 있다. 블록은 마치 그물망처럼 서로 연결되어 있다.... 비트코인에서 검증과 안전 확보에 중요한 거래 확인 작업은 [마이너(<b>miner</b>)]만 할 수 있다. 정당한 거래인지... ,http://slownews.kr/62408,http://slownews.kr/62408
288,2017-03-13 13:48:00,"[더벨]소프트센, AI 기반 빅<b>데이터</b> 사업 나선다",Analytics <b>Miner</b> 교육을 실시한다. IBM WEX는 다양한 형태의 비정형 <b>데이터</b> 및 콘텐츠를 수집해 다각화된 분석을 수행하고 도출된 결과를 시각화하여 적시에 인사이트를 제공하는 인공지능 솔루션이다. [▶빵빵한 차... ,http://www.mt.co.kr/view/mtview.php?type=1&no=2017031313459626684&outlink=1,https://n.news.naver.com/mnews/article/008/0003837460?sid=101
289,2017-03-13 11:18:00,"소프트센, AI 기반 빅<b>데이터</b> 서비스 사업목적 추가",Analytics <b>Miner</b> 교육을 실시할 예정입니다. IBM WEX는 다양한 형태의 비정형 <b>데이터</b> 및 컨텐츠를 수집하여 다각화된 분석을 수행하고 도출된 결과를 시각화하여 적시에 인사이트를 제공하는 인공지능 솔루션입니다.... ,http://www.wowtv.co.kr/newscenter/news/view.asp?bcode=T30001000&artid=A201703130181,https://n.news.naver.com/mnews/article/215/0000534944?sid=101
290,2017-02-21 18:42:00,FORTUNE FEATURE | 지금 투자자들은 어디를 지켜봐야 하나?,Kennedy <b>Miner</b>가 참여했다. 본 기사는 그들의 토론 내용을 발췌한 것이다. 맷 하이머 Matt Heimer: 월가 사람들이... 빅<b>데이터</b> 기업이 공존하는 그룹으로 부상했다. 그리고 다른 업계에서도 갑자기 스스로를 ‘사물 인터넷... ,http://www.sedaily.com/NewsView/1OC6JVG0EU,https://n.news.naver.com/mnews/article/011/0002978955?sid=101
291,2017-02-16 10:10:00,"[PRNewswire] 제니비 얼라이언스와 OCF, 차량 커넥티비티 공개표준 개발 위해...","차량 <b>데이터</b> 교환을 위한 공개표준을 공동 개발한다. 또한, 이번 협력을 통해... 미디어 문의 - 제니비 얼라이언스: 크레이그 마이너(Craig <b>Miner</b>) +1.248.840.8368 cminer@quell.com... ",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170216065100009&did=1195m,https://n.news.naver.com/mnews/article/001/0009037984?sid=104
292,2017-01-05 20:13:00,"&lt;PRNewswire&gt; 제니비 얼라이언스와 NCAM, 최첨단 모빌러티 파트너십 체결",jpg 이번 프로젝트의 의도는 어떻게 차량 내 커뮤니케이션 기술과 차량 <b>데이터</b>가 라스베이거스의... 미디어 문의 - 제니비 얼라이언스: 크레이그 마이너(Craig <b>Miner</b>) 제니비 얼라이언스 +1.248.840.8368 cminer@quell.... ,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170105185100009&did=1195m,https://n.news.naver.com/mnews/article/001/0008939362?sid=104
293,2017-01-01 22:36:00,[2017 신년특집] 세계 금융의 대변화-화폐없는 시대가 온다 디지털 가상화폐 ...,"캐는 사람도 '광부'란 뜻인 '마이너(<b>miner</b>)'라 한다. 광부가 아닌 사람은 비트코인을 돈을 주고 사면된다.... 거래기록은 작은 <b>데이터</b> 덩어리(블록)가 되고, 최근의 블록을 과거의 블록과 이어간다. 이것이 최근 각광받고... ",http://www.iusm.co.kr/news/articleView.html?idxno=708377,http://www.iusm.co.kr/news/articleView.html?idxno=708377
294,2016-12-12 15:26:00,"와이즈넛, AI 사업확대로 실적 고공행진… 전년 比 20%↑ 예상","[이데일리 e뉴스 최성근 기자] 인공지능기반 빅<b>데이터</b> 분석, 수집 및 검색 등 지능정보SW 전문기업... Text <b>Miner</b> 개발을 완료하는 등 클라우드 시장을 대상으로 한 사업영역을 확대하고 있다”고 했다. 와이즈넛은... ",http://www.edaily.co.kr/news/newspath.asp?newsid=03175046612877864,https://n.news.naver.com/mnews/article/018/0003699848?sid=101
295,2016-12-09 17:01:00,"와이즈넛, AI(인공지능) 사업확대로 하반기 매출 고공행진","또한 지난 10월 인공지능기반 빅<b>데이터</b> 검색*분석*수집 등 지능정보기술과 이노그리드의 클라우드 컴퓨팅 기술을 융합한 클라우드SW 개발 추진, 11월 글로벌 경쟁력을 갖춘 WISE Text <b>Miner</b> 개발 완료 등 선제적으로... ",http://www.hankyung.com/news/app/newsview.php?aid=201612093436a,https://n.news.naver.com/mnews/article/015/0003697657?sid=105
296,2016-12-09 11:10:00,"와이즈넛, 인공 지능 기반으로 매출 상승 고공행진","또한 지난 10월 인공지능기반 빅<b>데이터</b> 검색ㆍ분석ㆍ수집 등 지능정보기술과 이노그리드의 클라우드 컴퓨팅 기술을 융합한 클라우드SW 개발 추진, 11월 글로벌 경쟁력을 갖춘 WISE Text <b>Miner</b> 개발 완료 등 선제적으로... ",http://www.datanet.co.kr/news/articleView.html?idxno=106194,http://www.datanet.co.kr/news/articleView.html?idxno=106194
297,2016-11-10 11:39:00,골다공증 비급여 新주사제…왕자 자리 누가?,부작용 위험성을 알아보기 위해 하악골 괴사 등을 살펴본 <b>데이터</b>를 살펴봤다. 골전이 암환자에서... Bone <b>Miner</b> Metab. 2014 Jul;32(4):441-6]. 골절예방면 에서도 PTH1-34 효과가 증명됐다. 골다공증 환자에서 PTH1-34를 18개월... ,http://www.monews.co.kr/news/articleView.html?idxno=94822,http://www.monews.co.kr/news/articleView.html?idxno=94822
298,2016-10-19 09:26:00,"&lt;PRNewswire&gt; 제니비얼라이언스, 전 세계 회원사 모임에서 성능 개선한 플랫폼...","빅<b>데이터</b>에 차량 연결, 그리고 기술 스타트업 회사들과 그들이 자동차 산업에 기여할 혁신 등을 토론할... 언론사 연락처 - 제니비얼라이언스: Craig <b>Miner</b> 제니비얼라이언스 전화 +1.248.840.8368 이메일 cminer@quell.com... ",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20161019044200009&did=1195m,https://n.news.naver.com/mnews/article/001/0008762641?sid=104
299,2016-10-03 18:34:00,"[IT산업 20년 전] IBM, 새로운 기회를 잡아라","96년 여름 발표됐던 IBM의 <b>데이터</b>마이닝 제품 '인텔리전트마이너(Intelligent <b>Miner</b>)'는 NT용 제품이 OS/2 버전보다 먼저 공급될 정도였다. 사실 IBM은 DB기술에서 결코 뒤처졌다고 할 수 없었다. 인포믹스(Informix), MS... ",http://www.itdaily.kr/news/articleView.html?idxno=80654,http://www.itdaily.kr/news/articleView.html?idxno=80654
300,2016-09-29 08:21:00,SAS코리아 '제14회 SAS 분석 챔피언십' 결선 6팀 시상,"참가팀은 SAS 엔터프라이즈 마이너(SAS Enterprise <b>Miner</b>), SAS 엔터프라이즈 가이드(SAS Enterprise Guide), SAS 비주얼 애널리틱스(SAS Visual Analytics)를 활용해 <b>데이터</b>를 분석했다. 공모전 심사 결과 대상은 연세대학교... ",http://www.itdaily.kr/news/articleView.html?idxno=80620,http://www.itdaily.kr/news/articleView.html?idxno=80620
301,2016-09-27 14:38:00,"SAS코리아, 질병네트워크 분석과제로 한 ‘제14회 SAS 분석 챔피언십’ 결선 ...","참가팀은 SAS Enterprise <b>Miner</b>(SAS 엔터프라이즈 마이너), SAS Enterprise Guide(SAS 엔터프라이즈 가이드), SAS Visual Analytics(SAS 비주얼 애널리틱스)를 활용해 <b>데이터</b>를 분석했다. 대상은 연세대학교 정보통계학과 팀이... ",http://www.nextdaily.co.kr/news/article.html?id=20160927800033,http://www.nextdaily.co.kr/news/article.html?id=20160927800033
302,2016-09-27 13:21:00,"SAS코리아, SAS 분석 챔피언십, 결선 6팀 시상","참가팀은 SAS Enterprise <b>Miner</b>, SAS Enterprise Guide, SAS Visual Analytics를 활용해 <b>데이터</b>를 분석했다. 공모전 심사 결과 대상은 연세대학교 정보통계학과 팀이 차지했다. 이 팀은 심사위원단으로부터 &quot;전반적인 분석과 처리가... ",http://www.technoa.co.kr/news/articleView.html?idxno=85425,http://www.technoa.co.kr/news/articleView.html?idxno=85425
303,2016-09-27 11:32:00,SAS코리아 '제14회 SAS 분석 챔피언십' 결선 6팀 시상,"참가팀은 SAS 엔터프라이즈 마이너(Enterprise <b>Miner</b>), SAS 엔터프라이즈 가이드(Enterprise Guide), SAS 비주얼 애널리틱스(Visual Analytics)를 활용해 <b>데이터</b>를 분석했다. 공모전 심사 결과 대상은 연세대학교 정보통계학과 팀이... ",http://www.cctvnews.co.kr/news/articleView.html?idxno=57526,http://www.cctvnews.co.kr/news/articleView.html?idxno=57526
304,2016-09-20 00:03:00,[IP노믹스] 디지털지도 전쟁 “IT갈라파고스와 구글의 우상화”,지난 1956년 미시건 대학 문화인류학과 호러스 마이너(Horace <b>Miner</b>) 교수는 학계를 발칵 뒤집는 논문을... 우리 <b>데이터</b>를 가져가는 것만이 구글이 말하는 갈라파고스를 벗어나는 길인가? 그렇지 않다. 창조와 다양성이... ,http://www.etnews.com/20160919000469,https://n.news.naver.com/mnews/article/030/0002526252?sid=105
305,2016-09-13 10:11:00,"&quot;씨게이트 NAS 수천대, 암호통화 채굴 악성코드에 악용&quot;",설정으로 <b>데이터</b>를 공유하는 공개 폴더를 제공한다. 이 공개 폴더는 사용하지 않도록 설정할 수 없으며 기기 관리자가 원격 접속을 허용하면 인터넷을 통해 누구나 접근할 수 있다. Mal/<b>Miner</b>-C에 감염된 FTP 서버는... ,http://www.ciokorea.com/news/31223,http://www.ciokorea.com/news/31223
306,2016-08-24 20:30:00,"아웃백, 빅<b>데이터</b> 전문가 초청 특강 개최","송 부사장은 빅<b>데이터</b>를 활용해 인간의 마음을 읽고 분석하는 전문가로서 ‘사람의 마음을 캐내는 자(Mind <b>Miner</b>)’로 불리고 있으며, 현재 다음소프트 부사장과 이화여자대학교 경영학과 겸임교수 등을 맡고 있다. 이번... ",http://www.g-enews.com/ko-kr/news/article/news_all/201608242015315550573_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201608242015315550573_1/article.html
307,2016-07-27 14:15:00,"결과만 살피지 말고, <b>데이터</b>에 집중하라",“고객들은 절대 앞에서 말을 하지 않는다. 우리의 고객들은 그 <b>데이터</b>를 통해 말하고 있다. ”는 말씀이 요즘은 매일 가슴에 와 닿습니다. 원문 : 성훈이네 – Product Manager&amp;Data <b>Miner</b>의 일상,http://ppss.kr/archives/74882,http://ppss.kr/archives/74882
308,2016-07-21 21:03:00,"&lt;PRNewswire&gt; 제니비얼라이언스, 챌린지지원프로그램 발표",지원금은 제니비가 차량 내 <b>데이터</b> 인터페이스와 무선 업데이트를 포함한... 언론사 연락처 - 제니비얼라이언스: Craig <b>Miner</b> 제니비얼라이언스 전화 +1.248.840.8368 이메일... ,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20160721193500009&did=1195m,https://n.news.naver.com/mnews/article/001/0008558220?sid=104
309,2016-07-11 13:44:00,비트코인 채굴 보상 반토막났는데 마니아들이 파티 연 까닭은?,"비트코인 거래내역들을 모아 블록(거래<b>데이터</b>원장)을 만든 뒤 이를 다시 블록체인에 올리는 대신 컴퓨팅 자원을 제공하고, 보상으로 비트코인을 받는 이들을 채굴자 혹은 마이너(<b>miner</b>)라고 부른다. 이들이 받는... ",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20160711111552,https://n.news.naver.com/mnews/article/092/0002099699?sid=105
310,2016-07-06 02:51:00,"원유철, 빅<b>데이터</b> 전문가 송길영 초청 미래전략포럼",[인천일보] 새누리당 원유철(경기 평택갑) 국회의원은 5일 국회에서 빅<b>데이터</b> 전문가인 송길영 다음소프트... 송 부사장은 강연에서 &quot;이 시대를 살아가는 우리는 Mind <b>Miner</b>(마인드 마이너 : 마음을 캐내는 자) 가 돼야... ,http://www.incheonilbo.com/?mod=news&act=articleView&idxno=715391,http://www.incheonilbo.com/?mod=news&act=articleView&idxno=715391
311,2016-07-05 22:12:00,"원유철, 알파포럼 세미나 “바뀌는 세상을 거부할 순 없다”",새누리당 원유철 의원(평택갑)은 5일 오전 국회의원회관 제1세미나실에서 빅<b>데이터</b> 전문가인 송길영... ‘상상하지 말라’ 저자인 송 부사장은 강연에서 “이 시대를 살아가는 우리는 Mind <b>Miner</b>(마음을 캐내는 자) 가 돼야... ,http://www.kyeonggi.com/?mod=news&act=articleView&idxno=1202235,http://www.kyeonggi.com/?mod=news&act=articleView&idxno=1202235
312,2016-07-05 15:46:00,"원유철(새누리·평택갑) 의원, 알파포럼 제2차 세미나 개최","관계자,빅<b>데이터</b> 전문가인 송길영 다음소프트 부사장 등이 참석한 가운데 국가미래전략포럼(일명... 이날 송길영 다음소프트 부사장은 강연에서 “이 시대를 살아가는 우리는 Mind <b>Miner</b>(마인드 마이너 : 마음을 캐내는 자)... ",http://www.viva100.com/main/view.php?key=20160705010001168,http://www.viva100.com/main/view.php?key=20160705010001168
313,2016-07-05 11:50:00,"[동정]원유철 의원, 송길영 부사장초청 알파포럼 제2차 세미나 개최",빅<b>데이터</b> 전문가로 저명한 송길영 다음소프트 부사장을 초청해 그의 저서 ‘상상하지 말라’를 토대로 저자와의 대화로 이뤄졌다. 송길영 다음소프트 부사장은 강연에서 “이 시대를 살아가는 우리는 Mind <b>Miner</b>(마인드... ,http://www.nspna.com/news/?mode=view&newsid=178282,http://www.nspna.com/news/?mode=view&newsid=178282
314,2016-06-14 06:01:00,[WSF 2016]AI 최고 석학 한 자리에..인간·기계 공존해법 모색,그 다음은’ 세션에서 스스로를 ‘사람의 마음을 캐는 광부(Mind <b>Miner</b>)’라 말하는 송길영 다음소프트 부사장은 사람들의 일상 속 이야기와 추억이 담겨 있는 방대한 저장소인 소셜 빅<b>데이터</b>에서 사람들의 생각을... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01315286612681720,https://n.news.naver.com/mnews/article/018/0003563805?sid=101
315,2016-06-09 06:01:00,"[WSF 2016]&quot;빅<b>데이터</b>는 도구일 뿐, 중심은 인간&quot;",☞송길영 다음소프트 부사장은 송길영 부사장은 스스로를 ‘사람의 마음을 캐는 광부(Mind <b>Miner</b>)’라 말한다. 그는 사람들의 일상 속 이야기와 추억이 담겨 있는 방대한 저장소인 소셜 빅<b>데이터</b>에서 사람들의 생각을... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01233286612680080,https://n.news.naver.com/mnews/article/018/0003560595?sid=101
316,2016-06-01 14:47:00,<b>데이터</b> 사이언티스트 향해 도전하라…'SAS 분석 챔피언십' 개최,Enterprise <b>Miner</b>(SAS 엔터프라이즈 마이너) ▲사용하기 쉬운 포인트 앤 클릭(point-and-click) 방식으로 <b>데이터</b>를 분석해 결과를 게시할 수 있는 SAS Enterprise Guide(SAS 엔터프라이즈 가이드) ▲<b>데이터</b> 탐색부터 리포팅까지... ,http://www.cctvnews.co.kr/news/articleView.html?idxno=49757,http://www.cctvnews.co.kr/news/articleView.html?idxno=49757
317,2016-06-01 13:49:00,SAS코리아 ‘제14회 SAS 분석 챔피언십’ 개최,"SAS(쌔스)코리아(대표 조성식)는 빅<b>데이터</b> 시대의 주역인 <b>데이터</b> 사이언티스트 발굴을 위해 ‘제 14회 SAS... Enterprise <b>Miner</b>, SAS Enterprise Guide 등 SAS 솔루션 활용 가이드와 실습 교육의 기회도 제공할 예정이다.... ",http://www.dailysecu.com/news_view.php?article_id=14388,http://www.dailysecu.com/news_view.php?article_id=14388
318,2016-05-17 18:58:00,"'나, 정답을 묻다'…19일 제71회 수원포럼 개최",그는 방대한 양의 정보인 '빅<b>데이터</b>'를 활용해 미래를 예측하기도 하고 사람들의 관심을 분석하기도 하는 'Mind <b>Miner</b>'로 불린다. 이번 강연으로 '결정장애'라는 말이 유행처럼 번져있는 현대인들에게 인생의 정답을... ,http://www.shinailbo.co.kr/news/articleView.html?idxno=507779,http://www.shinailbo.co.kr/news/articleView.html?idxno=507779
319,2016-05-17 16:41:00,"‘나, 정답을 묻다!’ 빅<b>데이터</b> 전문가 송길영 강연",그는 방대한 양의 정보인 ‘빅<b>데이터</b>’를 활용해 미래를 예측하기도 하고 사람들의 관심을 분석하기도 하는 ‘Mind <b>Miner</b>’로 불린다. 이번 강연으로 ‘결정장애’라는 말이 유행처럼 번져있는 현대인들에게 인생의... ,http://www.ekn.kr/news/article.html?no=218067,http://www.ekn.kr/news/article.html?no=218067
